admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Béoué-Zibiao,CI160102,Beoue-Zibiao,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bléniméouin,CI160103,Blenimeouin,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Diéouzon,CI160104,Dieouzon,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gohouo-Zagna,CI160105,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guinglo-Tahouaké,CI160106,Guinglo-Tahouake,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kahin-Zarabaon,CI160107,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zéo,CI160108,Zeo,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zou,CI160109,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bagohouo,CI160201,,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Duékoué,CI160202,Duekoue,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gbapleu,CI160203,,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guéhiébly,CI160204,Guehiebly,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guézon,CI160205,Guezon,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Facobly,CI160301,,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guézon,CI160302,Guezon,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Koua,CI160303,,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sémien,CI160304,Semien,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tiény-Séably,CI160305,Tieny-Seably,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouibly,CI160401,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nidrou,CI160402,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ouyably-Gnondrou,CI160403,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Totrodrou,CI160404,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bassawa,CI170101,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bonieredougou,CI170102,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dabakala,CI170103,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Foumbolo,CI170104,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Niéméné,CI170105,Niemene,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Satama-Sokoro,CI170106,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Satama-Sokoura,CI170107,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sokala-Sobara,CI170108,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tendéné-Bambarasso,CI170109,Tendene-Bambarasso,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yaossédougou,CI170110,Yaossedougou,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Katiola,CI170201,,,,Katiola,CI1702,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Fronan,CI170202,,,,Katiola,CI1702,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Timbé,CI170203,Timbe,,,Katiola,CI1702,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Niakaramandougou,CI170301,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Arikokaha,CI170302,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Badikaha,CI170303,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Niédiékaha,CI170304,Niediekaha,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tafiré,CI170305,Tafire,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tortiya,CI170306,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bédiala,CI180101,Bediala,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Daloa,CI180102,,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gadouan,CI180103,,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gboguhé,CI180104,Gboguhe,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gonaté,CI180105,Gonate,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zaibo,CI180106,,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Issia,CI180201,,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Boguédia,CI180202,Boguedia,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Iboguhé,CI180203,Iboguhe,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nahio,CI180204,,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Namané,CI180205,Namane,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Saïoua,CI180206,Saioua,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tapéguia,CI180207,Tapeguia,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Vavoua,CI180301,,,,Vavoua,CI1803,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bazra-Nattis,CI180302,,,,Vavoua,CI1803,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dananon,CI180303,,,,Vavoua,CI1803,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dania,CI180304,,,,Vavoua,CI1803,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kétro-Bassam,CI180305,Ketro-Bassam,,,Vavoua,CI1803,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Seitifla,CI180306,,,,Vavoua,CI1803,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zoukougbeu,CI180401,,,,Zoukougbeu,CI1804,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Domangbeu,CI180402,,,,Zoukougbeu,CI1804,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Grégbeu,CI180403,Gregbeu,,,Zoukougbeu,CI1804,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guéssabo,CI180404,Guessabo,,,Zoukougbeu,CI1804,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Akpassanou,CI190101,,,,Daoukro,CI1901,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ananda,CI190102,,,,Daoukro,CI1901,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Daoukro,CI190103,,,,Daoukro,CI1901,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ettrokro,CI190104,,,,Daoukro,CI1901,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
N'Gattakro,CI190105,NGattakro,,,Daoukro,CI1901,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ouellé,CI190106,Ouelle,,,Daoukro,CI1901,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Samanza,CI190107,,,,Daoukro,CI1901,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
M'Bahiakro,CI190201,MBahiakro,,,M'Bahiakro,CI1902,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bonguéra,CI190202,Bonguera,,,M'Bahiakro,CI1902,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kondossou,CI190203,,,,M'Bahiakro,CI1902,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Prikro,CI190301,,,,Prikro,CI1903,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Anianou,CI190302,,,,Prikro,CI1903,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Famienkro,CI190303,,,,Prikro,CI1903,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Koffi-Amonkro,CI190304,,,,Prikro,CI1903,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nafana,CI190305,,,,Prikro,CI1903,Iffou,CI19,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Abengourou,CI200101,,,,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Amélékia,CI200102,Amelekia,,,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Aniassué,CI200103,Aniassue,,,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ebilassokro,CI200104,,,,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Niable,CI200105,,,,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yakasse-Féyassé,CI200106,Yakasse-Feyasse,,,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zaranou,CI200107,,,,Abengourou,CI2001,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Agnibilekrou,CI200201,,,,Agnibilékrou,CI2002,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Akoboissué,CI200202,Akoboissue,,,Agnibilékrou,CI2002,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Damé,CI200203,Dame,,,Agnibilékrou,CI2002,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Duffrebo,CI200204,,,,Agnibilékrou,CI2002,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tanguélan,CI200205,Tanguelan,,,Agnibilékrou,CI2002,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bettié,CI200301,Bettie,,,Béttié,CI2003,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Diamarakro,CI200302,,,,Béttié,CI2003,Indenie-Djuablin,CI20,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gbéléban,CI210101,Gbeleban,,,Gbeleban,CI2101,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Samango,CI210102,,,,Gbeleban,CI2101,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Seydougou,CI210103,,,,Gbeleban,CI2101,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Madinani,CI210201,,,,Madinani,CI2102,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Fengolo,CI210202,,,,Madinani,CI2102,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
N'Goloblasso,CI210203,NGoloblasso,,,Madinani,CI2102,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Odienné,CI210301,Odienne,,,Odienne,CI2103,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bako,CI210302,,,,Odienne,CI2103,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bougousso,CI210303,,,,Odienne,CI2103,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dioulatiedougou,CI210304,,,,Odienne,CI2103,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tiémé,CI210305,Tieme,,,Odienne,CI2103,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Samatiguila,CI210401,,,,Samatiguila,CI2104,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kimbirila Sud,CI210402,,,,Samatiguila,CI2104,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Séguélon,CI210501,Seguelon,,,Séguélon,CI2105,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gbongaha,CI210502,,,,Séguélon,CI2105,Kabadougou,CI21,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Chiépo,CI220101,Chiepo,,,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Didoko,CI220102,,,,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Divo,CI220103,,,,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Hiré,CI220104,Hire,,,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nébo,CI220105,Nebo,,,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ogoudou,CI220106,,,,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zégo,CI220107,Zego,,,Divo,CI2201,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guitry,CI220201,,,,Guitry,CI2202,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dairo Didizo,CI220202,,,,Guitry,CI2202,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Lauzoua,CI220203,,,,Guitry,CI2202,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yocoboué,CI220204,Yocoboue,,,Guitry,CI2202,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Lakota,CI220301,,,,Lakota,CI2203,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Djidji,CI220302,,,,Lakota,CI2203,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Goudouko,CI220303,,,,Lakota,CI2203,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kadéko,CI220304,Kadeko,,,Lakota,CI2203,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Niambézaria,CI220305,Niambezaria,,,Lakota,CI2203,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zikisso,CI220306,,,,Lakota,CI2203,Loh-Djiboua,CI22,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bégbéssou,CI230101,Begbessou,,,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bonon,CI230102,,,,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bouaflé,CI230103,Bouafle,,,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
N'Douffoukankro,CI230104,NDouffoukankro,,,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Pakouabo,CI230105,,,,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tibéita,CI230106,Tibeita,,,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zaguiéta,CI230107,Zaguieta,,,Bouaflé,CI2301,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sinfra,CI230201,,,,Sinfra,CI2302,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bazré,CI230202,Bazre,,,Sinfra,CI2302,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kononfla,CI230203,,,,Sinfra,CI2302,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouétinfla,CI230204,Kouetinfla,,,Sinfra,CI2302,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zuénoula,CI230301,Zuenoula,,,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gohitafla,CI230302,,,,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Iriéfla,CI230303,Iriefla,,,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kanzra,CI230304,,,,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Maminigui,CI230305,,,,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Voueboufla,CI230306,,,,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zanzra,CI230307,,,,Zuénoula,CI2303,Marahoue,CI23,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Adzopé,CI240101,Adzope,,,Adzopé,CI2401,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Agou,CI240102,,,,Adzopé,CI2401,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Annepé,CI240103,Annepe,,,Adzopé,CI2401,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Assikoi,CI240104,,,,Adzopé,CI2401,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bécédi-Brignan,CI240105,Becedi-Brignan,,,Adzopé,CI2401,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yakassé-Mé,CI240106,Yakasse-Me,,,Adzopé,CI2401,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Afféry,CI240201,Affery,,,Akoupé,CI2402,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Akoupé,CI240202,Akoupe,,,Akoupé,CI2402,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bécouéfin,CI240203,Becouefin,,,Akoupé,CI2402,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Aboisso-Comoé,CI240301,Aboisso-Comoe,,,Alépé,CI2403,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Alépé,CI240302,Alepe,,,Alépé,CI2403,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Allosso,CI240303,,,,Alépé,CI2403,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Danguira,CI240304,,,,Alépé,CI2403,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Oghlwapo,CI240305,,,,Alépé,CI2403,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yakasse-Attobrou,CI240401,,,,Yakassé-Attobrou,CI2404,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Abongoua,CI240402,,,,Yakassé-Attobrou,CI2404,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Biéby,CI240403,Bieby,,,Yakassé-Attobrou,CI2404,Me,CI24,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Arrah,CI250101,,,,Arrah,CI2501,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kotobi,CI250102,,,,Arrah,CI2501,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Krégbé,CI250103,Kregbe,,,Arrah,CI2501,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Andé,CI250201,Ande,,,Bongouanou,CI2502,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Assié-Koumassi,CI250202,Assie-Koumassi,,,Bongouanou,CI2502,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bongouanou,CI250203,,,,Bongouanou,CI2502,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
N'Guessankro,CI250204,NGuessankro,,,Bongouanou,CI2502,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
M'Batto,CI250301,MBatto,,,M'Batto,CI2503,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Anoumaba,CI250302,,,,M'Batto,CI2503,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Assahara,CI250303,,,,M'Batto,CI2503,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tiémélékro,CI250304,Tiemelekro,,,M'Batto,CI2503,Moronou,CI25,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Buyo,CI260101,,,,Buyo,CI2601,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dapéoua,CI260102,Dapeoua,,,Buyo,CI2601,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guéyo,CI260201,Gueyo,,,Guéyo,CI2602,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dabouyo,CI260202,,,,Guéyo,CI2602,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Méagui,CI260301,Meagui,,,Méagui,CI2603,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Oupoyo,CI260302,,,,Méagui,CI2603,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Soubre,CI260401,,,,Soubré,CI2604,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gnanmangui,CI260402,,,,Soubré,CI2604,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Grand-Zatry,CI260403,,,,Soubré,CI2604,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Liliyo,CI260404,,,,Soubré,CI2604,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Okrouyo,CI260405,,,,Soubré,CI2604,Nawa,CI26,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bengassou,CI270101,,,,Bocanda,CI2701,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bocanda,CI270102,,,,Bocanda,CI2701,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouadioblékro,CI270103,Kouadioblekro,,,Bocanda,CI2701,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
N'Zécrezessou,CI270104,NZécrezessou,,,Bocanda,CI2701,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Abigui,CI270201,,,,Dimbokro,CI2702,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Diangokro,CI270202,,,,Dimbokro,CI2702,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dimbokro,CI270203,,,,Dimbokro,CI2702,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nofou,CI270204,,,,Dimbokro,CI2702,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouassi-Kouassikro,CI270301,,,,Kouassi-Kouassikro,CI2703,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Mékro,CI270302,Mekro,,,Kouassi-Kouassikro,CI2703,N'Zi,CI27,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Boron,CI280101,,,,Dikodougou,CI2801,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dikodougou,CI280102,,,,Dikodougou,CI2801,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guiembé,CI280103,Guiembe,,,Dikodougou,CI2801,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Korhogo,CI280201,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dassoungboho,CI280202,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kanoroba,CI280203,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Karakoro,CI280204,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kiémou,CI280205,Kiemou,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kombolokoura,CI280206,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Komborodougou,CI280207,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Koni,CI280208,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Lataha,CI280209,,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
N'Ganon,CI280210,NGanon,,,Korhogo,CI2802,Poro,CI28,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
